input	target_atoms	model_atoms	total_input_atoms	CADscoreLT_global_score	CADscoreLT_remapped_global_score	CADscoreLT_refseq_global_score	CADscoreLT_iface_score	CADscoreLT_remapped_iface_score	CADscoreLT_refseq_iface_score	CADscoreLT_remapped_global_time	ost_ilddt	ost_qs_global	ost_qs_best	ost_ics	ost_ips	ost_dockq_ave	ost_dockq_wave	ost_dockq_ave_full	ost_dockq_wave_full	ost_tm_score
T0235TS423_1o__T0235TS187_1o	4180	4185	8365	0.786583	0.825478	0.786583	0.219381	0.513504	0.219381	0.4	0.679	0.817	0.817	0.685	0.835	0.667	0.673	0.667	0.673	0.952
T0235TS423_1o__T0235TS221_5o	4180	5022	9202	0.744299	0.793491	0.744299	0.051741	0.443618	0.051741	0.32	0.596	0.427	0.587	0.462	0.672	0.389	0.421	0.389	0.421	0.762
T0235TS423_2o__T0235TS148_5o	4180	5022	9202	0.699137	0.731109	0.699137	0	0.281639	0	0.31	0.437	0.449	0.595	0.398	0.573	0.251	0.26	0.251	0.26	0.713
T0235TS425_3o__T0235TS164_5o	5022	4185	9207	0.525087	0.525095	0.525087	0	0	0	0.34	0.024	0.01	0.013	0	0.294	0.016	0.02	0.011	0.013	0.262
T0235TS425_3o__T0235TS294_1o	5022	5022	10044	0.626625	0.626625	0.626625	0	0	0	0.37	0.018	0.009	0.009	0	0.333	0.012	0.015	0.012	0.015	0.227
T0235TS425_4o__T0235TS139_5o	5022	5016	10038	0.435989	0.442981	0.435989	0.022961	0.090728	0.022961	0.34	0.126	0.12	0.12	0.114	0.448	0.08	0.08	0.08	0.08	0.326
T0235TS462_1o__T0235TS139_5o	5022	5016	10038	0.431651	0.438804	0.431651	0.020294	0.080158	0.020294	0.34	0.119	0.124	0.124	0.092	0.5	0.07	0.069	0.07	0.069	0.338
T0237TS014_1o__T0237TS262_3o	7850	7848	15698	0.853345	0.853417	0.853345	0.762526	0.76742	0.762526	0.49	0.815	0.921	0.921	0.846	0.865	0.714	0.714	0.714	0.714	0.939
T0237TS014_4o__T0237TS219_1o	7850	15696	23546	0.859321	0.859321	0.859321	0.790854	0.790854	0.790854	0.78	0.855	0.209	0.936	0.279	0.179	0.618	0.618	0.618	0.618	0.914
T0237TS014_4o__T0237TS331_1o	7850	15700	23550	0.855442	0.855611	0.855442	0.774091	0.775336	0.774091	0.76	0.841	0.209	0.938	0.263	0.156	0.606	0.606	0.606	0.606	0.904
T0237TS015_5o__T0237TS059_3o	7850	7848	15698	0.863812	0.863822	0.863812	0.872456	0.873586	0.872456	0.47	0.925	0.976	0.976	0.959	0.978	0.688	0.688	0.688	0.688	0.94
T0237TS022_1o__T0237TS423_1o	14988	7848	22836	0.453644	0.453679	0.453644	0.22871	0.228788	0.22871	0.72	0.257	0.294	0.97	0.377	0.234	0.834	0.834	0.139	0.212	0.49
T0237TS028_5o__T0237TS272_4o	15700	7848	23548	0.410925	0.411036	0.410925	0	0	0	0.75	0	0	0	0	0.191	0.009	0.009	0.001	0.001	0.251
T0237TS051_1o__T0237TS312_2o	15700	15700	31400	0.84554	0.868791	0.84554	0.29035	0.620623	0.29035	1.07	0.751	0.803	0.803	0.785	0.74	0.784	0.715	0.784	0.715	0.984
T0237TS051_5o__T0237TS301_3o	15700	7850	23550	0.41903	0.419103	0.41903	0.147747	0.147808	0.147747	0.77	0.176	0.198	0.957	0.256	0.164	0.637	0.637	0.106	0.107	0.462
T0237TS052_1o__T0237TS122_2o	14988	7850	22838	0.434225	0.434289	0.434225	0.206451	0.206451	0.206451	0.73	0.251	0.296	0.951	0.352	0.238	0.695	0.695	0.116	0.173	0.474
T0237TS052_2o__T0237TS221_4o	14988	7850	22838	0.42953	0.430014	0.42953	0.204935	0.204935	0.204935	0.73	0.251	0.299	0.955	0.35	0.232	0.722	0.722	0.12	0.176	0.478
T0237TS052_3o__T0237TS110_3o	14988	15700	30688	0.909844	0.909852	0.909844	0.86605	0.866185	0.86605	1.16	0.958	0.668	0.981	0.751	0.68	0.957	0.96	0.957	0.96	0.998
T0237TS052_4o__T0237TS272_5o	14992	7848	22840	0.458807	0.458807	0.458807	0.222434	0.222606	0.222434	0.72	0.247	0.294	0.955	0.34	0.235	0.715	0.715	0.119	0.165	0.479
T0237TS052_5o__T0237TS139_4o	15700	11772	27472	0.534769	0.534914	0.534769	0.053516	0.054239	0.053516	0.9	0.067	0.078	0.137	0.108	0.189	0.053	0.053	0.027	0.027	0.282
T0237TS052_5o__T0237TS163_3o	15700	7850	23550	0.416722	0.416722	0.416722	0.14789	0.14789	0.14789	0.75	0.183	0.189	0.978	0.26	0.152	0.713	0.713	0.119	0.119	0.477
T0237TS075_1o__T0237TS345_1o	7850	15700	23550	0.918507	0.918507	0.918507	0.812263	0.812263	0.812263	0.79	0.89	0.199	0.961	0.26	0.154	0.633	0.633	0.633	0.633	0.898
T0237TS075_4o__T0237TS286_1o	7850	7850	15700	0.86636	0.86636	0.86636	0.782809	0.784097	0.782809	0.47	0.874	0.943	0.943	0.917	0.844	0.685	0.685	0.685	0.685	0.933
T0237TS075_5o__T0237TS052_2o	7850	14988	22838	0.863976	0.863976	0.863976	0.758344	0.758344	0.758344	0.73	0.871	0.299	0.95	0.353	0.241	0.615	0.615	0.615	0.615	0.872
T0237TS110_1o__T0237TS380_2o	15700	11775	27475	0.635107	0.635205	0.635107	0.298086	0.298449	0.298086	0.91	0.368	0.386	0.694	0.461	0.396	0.765	0.69	0.382	0.345	0.734
T0237TS110_2o__T0237TS388_5o	15700	11772	27472	0.619499	0.619756	0.619499	0.059981	0.061135	0.059981	0.93	0.071	0.085	0.144	0.099	0.206	0.051	0.05	0.026	0.025	0.287
T0237TS114_2o__T0237TS494_2o	11775	15696	27471	0.722284	0.723219	0.722284	9.4e-05	0.010999	9.4e-05	1.03	0.02	0.019	0.029	0.015	0.21	0.013	0.015	0.013	0.015	0.387
T0237TS114_4o__T0237TS022_2o	11775	14988	26763	0.7082	0.708298	0.7082	0.003007	0.003065	0.003007	0.93	0.011	0.004	0.007	0.008	0.111	0.011	0.011	0.011	0.011	0.383
T0237TS114_5o__T0237TS274_2o	11775	15696	27471	0.729603	0.729954	0.729603	0.002013	0.007162	0.002013	1	0.023	0.009	0.014	0.006	0.193	0.012	0.011	0.012	0.011	0.389
T0237TS114_5o__T0237TS450_3o	11775	11775	23550	0.605385	0.605396	0.605385	0	0	0	0.74	0.001	0	0	0	0.089	0.004	0.004	0.004	0.004	0.293
T0237TS122_2o__T0237TS219_2o	7850	15696	23546	0.701909	0.703783	0.701909	0.445901	0.446547	0.445901	0.77	0.053	0.179	0.806	0.187	0.139	0.239	0.239	0.239	0.239	0.444
T0237TS122_2o__T0237TS300_1o	7850	11775	19625	0.767307	0.767307	0.767307	0	0	0	0.6	0	0	0	0	0.068	0.006	0.006	0.006	0.006	0.461
T0237TS139_4o__T0237TS375_1o	11772	7850	19622	0.514877	0.515378	0.514877	0.240179	0.262576	0.240179	0.58	0.252	0.267	0.451	0.354	0.555	0.357	0.357	0.119	0.138	0.352
T0237TS139_5o__T0237TS450_2o	11772	31392	43164	0.642646	0.64293	0.642646	0.252982	0.264004	0.252982	1.53	0	0.131	0.543	0.129	0.166	0.172	0.174	0.172	0.174	0.506
T0237TS147_1o__T0237TS059_3o	15700	7848	23548	0.401681	0.401943	0.401681	0.141332	0.141567	0.141332	0.74	0.174	0.197	0.915	0.256	0.156	0.635	0.635	0.106	0.105	0.461
T0237TS147_1o__T0237TS300_3o	15700	11775	27475	0.549405	0.549601	0.549405	0.002615	0.002758	0.002615	0.94	0.014	0.012	0.019	0.002	0.179	0.009	0.01	0.004	0.005	0.3
T0237TS147_4o__T0237TS052_4o	15700	14992	30692	0.837629	0.83764	0.837629	0.530974	0.530974	0.530974	1.07	0.655	0.668	0.976	0.752	0.644	0.805	0.75	0.805	0.75	0.939
T0237TS147_4o__T0237TS286_4o	15700	7850	23550	0.323603	0.323854	0.323603	0.126227	0.126229	0.126227	0.74	0.149	0.211	0.892	0.246	0.157	0.483	0.483	0.08	0.083	0.435
T0237TS147_5o__T0237TS294_1o	15700	7850	23550	0.385528	0.385653	0.385528	0	0	0	0.74	0	0	0	0	0.014	0.005	0.005	0.001	0.001	0.234
T0237TS147_5o__T0237TS298_5o	15700	15700	31400	0.839408	0.839408	0.839408	0.573275	0.573275	0.573275	1.09	0.725	0.685	0.685	0.66	0.772	0.764	0.693	0.764	0.693	0.976
T0237TS148_1o__T0237TS059_2o	15700	7848	23548	0.408416	0.40846	0.408416	0.16414	0.16414	0.16414	0.76	0.185	0.235	0.914	0.284	0.185	0.618	0.618	0.103	0.125	0.463
T0237TS148_1o__T0237TS425_2o	15700	15700	31400	0.847863	0.86936	0.847863	0.346434	0.71448	0.346434	1.09	0.821	0.826	0.826	0.746	0.723	0.799	0.779	0.799	0.779	0.979
T0237TS148_2o__T0237TS494_3o	15700	15696	31396	0.818076	0.818256	0.818076	0.573523	0.573569	0.573523	1.08	0.722	0.778	0.778	0.661	0.725	0.764	0.712	0.764	0.712	0.973
T0237TS163_1o__T0237TS301_2o	7850	7850	15700	0.890287	0.890305	0.890287	0.847082	0.847555	0.847082	0.46	0.921	0.978	0.978	0.933	0.842	0.812	0.812	0.812	0.812	0.945
T0237TS164_4o__T0237TS148_2o	7850	15700	23550	0.898829	0.899071	0.898829	0.840257	0.842467	0.840257	0.77	0.909	0.206	0.97	0.278	0.174	0.766	0.766	0.766	0.766	0.945
T0237TS191_1o__T0237TS075_5o	15696	7850	23546	0.423204	0.423367	0.423204	0.157003	0.157074	0.157003	0.74	0.185	0.212	0.96	0.278	0.17	0.658	0.658	0.11	0.118	0.467
T0237TS191_1o__T0237TS456_2o	15696	14988	30684	0.884321	0.884348	0.884321	0.616589	0.616652	0.616589	1.04	0.705	0.702	0.987	0.787	0.69	0.889	0.857	0.889	0.857	0.952
T0237TS208_3o__T0237TS028_1o	7850	15700	23550	0.913611	0.913624	0.913611	0.820349	0.820636	0.820349	0.78	0.888	0.21	0.958	0.259	0.145	0.663	0.663	0.663	0.663	0.908
T0237TS208_5o__T0237TS167_4o	7850	15700	23550	0.658566	0.671724	0.658566	0	0.465548	0	0.81	0.58	0.231	0.721	0.246	0.211	0.272	0.272	0.272	0.272	0.72
T0237TS219_1o__T0237TS311_5o	15696	7850	23546	0.422923	0.423024	0.422923	0.160848	0.160848	0.160848	0.73	0.19	0.207	0.974	0.274	0.177	0.707	0.707	0.118	0.129	0.475
T0237TS221_1o__T0237TS014_4o	7850	7850	15700	0.848663	0.848698	0.848663	0.790724	0.790724	0.790724	0.5	0.873	0.946	0.946	0.874	0.87	0.766	0.766	0.766	0.766	0.93
T0237TS241_2o__T0237TS301_5o	15700	7850	23550	0.438422	0.43846	0.438422	0.149807	0.149807	0.149807	0.76	0.182	0.205	0.97	0.264	0.159	0.714	0.714	0.119	0.113	0.473
T0237TS241_2o__T0237TS380_5o	15700	11775	27475	0.658854	0.6694	0.658854	0.157347	0.308636	0.157347	0.91	0.372	0.373	0.7	0.482	0.366	0.799	0.722	0.399	0.361	0.737
T0237TS241_3o__T0237TS312_5o	15700	15700	31400	0.855856	0.87961	0.855856	0.277349	0.614739	0.277349	1.07	0.757	0.825	0.825	0.747	0.723	0.781	0.711	0.781	0.711	0.974
T0237TS241_4o__T0237TS014_1o	15700	7850	23550	0.418127	0.41814	0.418127	0.144736	0.144823	0.144736	0.74	0.185	0.211	0.934	0.288	0.164	0.64	0.64	0.107	0.122	0.459
T0237TS262_2o__T0237TS425_1o	7848	15700	23548	0.865865	0.865865	0.865865	0.725015	0.725015	0.725015	0.75	0.771	0.205	0.919	0.249	0.154	0.564	0.564	0.564	0.564	0.907
T0237TS264_5o__T0237TS294_2o	15700	7850	23550	0.418355	0.418384	0.418355	0.150513	0.150513	0.150513	0.74	0.177	0.211	0.945	0.266	0.167	0.632	0.632	0.105	0.111	0.457
T0237TS264_6o__T0237TS380_4o	15700	11775	27475	0.647511	0.647511	0.647511	0.363317	0.364149	0.363317	0.98	0.42	0.463	0.835	0.553	0.418	0.817	0.793	0.409	0.401	0.737
T0237TS272_4o__T0237TS300_4o	7848	11775	19623	0.765274	0.76743	0.765274	0	0.001905	0	0.64	0.036	0.027	0.04	0.004	0.147	0.011	0.011	0.011	0.011	0.522
T0237TS274_4o__T0237TS028_2o	15696	15700	31396	0.800381	0.81862	0.800381	0.290075	0.55322	0.290075	1.12	0.711	0.716	0.716	0.66	0.728	0.719	0.681	0.719	0.681	0.972
T0237TS284_1o__T0237TS272_2o	7850	15696	23546	0.871615	0.871618	0.871615	0	0	0	0.77	0	0	0	0	0.043	0.006	0.006	0.006	0.006	0.465
T0237TS284_1o__T0237TS494_1o	7850	15696	23546	0.861381	0.861381	0.861381	0.756972	0.760882	0.756972	0.77	0.851	0.209	0.959	0.25	0.154	0.658	0.658	0.658	0.658	0.911
T0237TS284_3o__T0237TS075_2o	7850	7850	15700	0.957922	0.958055	0.957922	0.893018	0.893116	0.893018	0.47	0.959	0.983	0.983	0.927	0.957	0.893	0.893	0.893	0.893	0.961
T0237TS284_4o__T0237TS051_2o	7850	15700	23550	0.884733	0.885506	0.884733	0.767313	0.767313	0.767313	0.76	0.848	0.213	0.947	0.272	0.171	0.594	0.594	0.594	0.594	0.9
T0237TS286_1o__T0237TS419_2o	7850	15700	23550	0.879229	0.879229	0.879229	0.801635	0.803232	0.801635	0.77	0.882	0.237	0.941	0.305	0.19	0.763	0.763	0.763	0.763	0.948
T0237TS286_2o__T0237TS300_4o	15700	11775	27475	0.55166	0.551869	0.55166	0.002485	0.002606	0.002485	0.96	0.009	0.003	0.005	0.003	0.185	0.011	0.009	0.006	0.005	0.304
T0237TS294_1o__T0237TS110_3o	7850	15700	23550	0.831035	0.831907	0.831035	0	0	0	0.79	0	0	0	0	0.013	0.004	0.004	0.004	0.004	0.434
T0237TS294_4o__T0237TS380_5o	7850	11775	19625	0.888056	0.888261	0.888056	0.811579	0.811579	0.811579	0.6	0.889	0.471	0.945	0.535	0.384	0.668	0.668	0.668	0.668	0.496
T0237TS300_3o__T0237TS241_3o	11775	15700	27475	0.741259	0.741341	0.741259	0.006076	0.006158	0.006076	0.93	0.024	0.014	0.022	0.002	0.167	0.01	0.011	0.01	0.011	0.399
T0237TS300_3o__T0237TS298_4o	11775	15700	27475	0.735305	0.735305	0.735305	0.005099	0.005099	0.005099	1	0.024	0.013	0.02	0.002	0.168	0.01	0.011	0.01	0.011	0.395
T0237TS301_1o__T0237TS164_5o	7850	7850	15700	0.896253	0.896253	0.896253	0.803687	0.803687	0.803687	0.47	0.901	0.964	0.964	0.911	0.843	0.76	0.76	0.76	0.76	0.939
T0237TS301_2o__T0237TS345_3o	7850	15700	23550	0.878301	0.878581	0.878301	0.753734	0.754028	0.753734	0.76	0.87	0.205	0.958	0.266	0.175	0.621	0.621	0.621	0.621	0.906
T0237TS304_2o__T0237TS167_1o	15700	7850	23550	0.343366	0.34338	0.343366	0.124758	0.124758	0.124758	0.75	0.146	0.232	0.887	0.234	0.157	0.52	0.52	0.087	0.096	0.429
T0237TS319_4o__T0237TS423_3o	15700	7848	23548	0.422259	0.422364	0.422259	0.146499	0.146777	0.146499	0.73	0.175	0.202	0.969	0.272	0.157	0.619	0.619	0.103	0.113	0.474
T0237TS322_2o__T0237TS167_4o	15696	15700	31396	0.607158	0.615598	0.607158	0	0.119864	0	1.12	0.236	0.235	0.235	0.23	0.292	0.107	0.098	0.107	0.098	0.347
T0237TS322_3o__T0237TS059_4o	15696	11772	27468	0.504074	0.514642	0.504074	0.048802	0.048974	0.048802	0.94	0.012	0.071	0.125	0.071	0.17	0.037	0.034	0.018	0.017	0.253
T0237TS322_3o__T0237TS450_1o	15696	7850	23546	0.284191	0.290965	0.284191	0	0.011328	0	0.79	0.066	0.044	0.505	0.042	0.05	0.147	0.147	0.024	0.01	0.253
T0237TS331_1o__T0237TS319_3o	15700	15700	31400	0.906472	0.937967	0.906472	0.322709	0.781695	0.322709	1.09	0.887	0.917	0.917	0.851	0.858	0.918	0.883	0.918	0.883	0.996
T0237TS331_3o__T0237TS148_2o	15700	15700	31400	0.86691	0.866957	0.86691	0.613251	0.613745	0.613251	1.09	0.778	0.825	0.825	0.784	0.798	0.793	0.737	0.793	0.737	0.981
T0237TS331_3o__T0237TS298_5o	15700	15700	31400	0.899089	0.927988	0.899089	0.323738	0.733687	0.323738	1.1	0.871	0.889	0.889	0.815	0.872	0.905	0.867	0.905	0.867	0.996
T0237TS337_1o__T0237TS312_5o	7850	15700	23550	0.829203	0.830105	0.829203	0	0.032422	0	0.75	0.018	0.001	0.009	0.004	0.051	0.018	0.018	0.018	0.018	0.469
T0237TS337_3o__T0237TS322_5o	7850	15696	23546	0.720242	0.72686	0.720242	0	0.045184	0	0.74	0.012	0.002	0.01	0.004	0.044	0.018	0.018	0.018	0.018	0.408
T0237TS337_4o__T0237TS139_2o	7850	7848	15698	0.777628	0.777852	0.777628	0	0	0	0.48	0	0	0	0	0.046	0.008	0.008	0.008	0.008	0.425
T0237TS375_3o__T0237TS075_5o	7850	7850	15700	0.944491	0.944491	0.944491	0.924166	0.924166	0.924166	0.47	0.972	0.985	0.985	0.982	0.935	0.92	0.92	0.92	0.92	0.975
T0237TS388_1o__T0237TS262_5o	7848	7848	15696	0.847982	0.847982	0.847982	0.803395	0.803395	0.803395	0.46	0.865	0.961	0.961	0.904	0.86	0.769	0.769	0.769	0.769	0.934
T0237TS388_2o__T0237TS028_1o	7848	15700	23548	0.866659	0.86693	0.866659	0.755286	0.755773	0.755286	0.76	0.827	0.21	0.918	0.25	0.15	0.596	0.596	0.596	0.596	0.904
T0237TS388_3o__T0237TS110_3o	7848	15700	23548	0.884135	0.884135	0.884135	0.790529	0.790529	0.790529	0.76	0.864	0.202	0.942	0.258	0.161	0.622	0.622	0.622	0.622	0.906
T0237TS388_4o__T0237TS164_4o	11772	7850	19622	0.538915	0.539823	0.538915	0.215599	0.217556	0.215599	0.6	0.227	0.25	0.484	0.317	0.519	0.31	0.31	0.103	0.105	0.357
T0237TS397_1o__T0237TS456_2o	15700	14988	30688	0.8592	0.859224	0.8592	0.676783	0.676911	0.676783	1.05	0.7	0.796	0.973	0.829	0.761	0.842	0.815	0.842	0.815	0.943
T0237TS397_2o__T0237TS147_3o	15700	15700	31400	0.869293	0.86933	0.869293	0.614367	0.61473	0.614367	1.16	0.785	0.684	0.684	0.7	0.701	0.781	0.728	0.781	0.728	0.975
T0237TS397_3o__T0237TS028_2o	15700	15700	31400	0.850248	0.872368	0.850248	0.311693	0.637304	0.311693	1.09	0.773	0.733	0.733	0.713	0.83	0.796	0.722	0.796	0.722	0.978
T0237TS419_3o__T0237TS388_4o	7850	11772	19622	0.794556	0.795847	0.794556	0.321614	0.324887	0.321614	0.61	0.344	0.25	0.481	0.314	0.522	0.15	0.15	0.15	0.15	0.517
T0237TS419_5o__T0237TS264_2o	7850	15700	23550	0.891823	0.891823	0.891823	0.848074	0.851158	0.848074	0.77	0.924	0.23	0.971	0.311	0.179	0.832	0.832	0.832	0.832	0.966
T0237TS419_5o__T0237TS298_5o	7850	15700	23550	0.868588	0.868588	0.868588	0.846088	0.846175	0.846088	0.75	0.913	0.189	0.971	0.252	0.149	0.811	0.811	0.811	0.811	0.958
T0237TS423_1o__T0237TS312_3o	7848	15700	23548	0.899154	0.899402	0.899154	0.863138	0.865225	0.863138	0.79	0.945	0.205	0.98	0.269	0.169	0.674	0.674	0.674	0.674	0.941
T0237TS423_2o__T0237TS264_4o	7848	15700	23548	0.895768	0.895787	0.895768	0.862662	0.862662	0.862662	0.76	0.942	0.248	0.979	0.319	0.201	0.688	0.688	0.688	0.688	0.946
T0237TS423_2o__T0237TS345_4o	7848	15700	23548	0.88505	0.885102	0.88505	0.826469	0.826469	0.826469	0.74	0.912	0.296	0.975	0.348	0.214	0.73	0.73	0.73	0.73	0.949
T0237TS425_1o__T0237TS345_5o	15700	15700	31400	0.851527	0.851589	0.851527	0.474977	0.475373	0.474977	1.05	0.593	0.586	0.586	0.618	0.523	0.57	0.484	0.57	0.484	0.953
T0237TS425_5o__T0237TS345_3o	15700	15700	31400	0.874343	0.874399	0.874343	0.639513	0.639923	0.639513	1.13	0.747	0.767	0.767	0.733	0.785	0.76	0.705	0.76	0.705	0.976
T0237TS450_1o__T0237TS388_2o	7850	7848	15698	0.663588	0.663588	0.663588	0	0	0	0.49	0	0	0	0	0.017	0.009	0.009	0.009	0.009	0.358
T0237TS450_2o__T0237TS298_5o	31392	15700	47092	0.307687	0.308698	0.307687	0.044393	0.070679	0.044393	1.74	0.031	0.143	0.235	0.118	0.242	0.213	0.186	0.067	0.052	0.236
T0237TS456_2o__T0237TS167_1o	14988	7850	22838	0.351769	0.351803	0.351769	0.167101	0.167305	0.167101	0.73	0.196	0.307	0.873	0.292	0.212	0.553	0.553	0.092	0.138	0.454
T0237TS456_4o__T0237TS494_4o	14992	15696	30688	0.867478	0.867478	0.867478	0.797524	0.797524	0.797524	1.08	0.893	0.708	0.979	0.711	0.623	0.944	0.946	0.944	0.946	0.998
T0237TS462_1o__T0237TS419_5o	15700	7850	23550	0.418757	0.418763	0.418757	0.152853	0.152853	0.152853	0.76	0.188	0.198	0.972	0.264	0.161	0.844	0.844	0.141	0.139	0.487
T0237TS462_3o__T0237TS164_3o	15700	7850	23550	0.431941	0.432371	0.431941	0.157436	0.158143	0.157436	0.76	0.187	0.208	0.964	0.276	0.169	0.742	0.742	0.124	0.133	0.477
T0237TS462_6o__T0237TS286_1o	15700	7850	23550	0.413884	0.413884	0.413884	0.15212	0.152456	0.15212	0.74	0.185	0.21	0.939	0.281	0.178	0.758	0.758	0.126	0.138	0.479
T0237TS494_4o__T0237TS114_1o	15696	11775	27471	0.538503	0.538926	0.538503	0.003176	0.003176	0.003176	0.95	0.006	0.007	0.01	0.002	0.175	0.007	0.008	0.004	0.004	0.306
T0238TS014_2o__T0238TS380_1o	5236	5236	10472	0.849126	0.849131	0.849126	0.745405	0.745949	0.745405	0.31	0.783	0.893	0.893	0.892	0.795	0.394	0.394	0.394	0.394	0.644
T0238TS014_4o__T0238TS300_3o	5236	5236	10472	0.763515	0.767177	0.763515	0.554542	0.574266	0.554542	0.35	0.688	0.86	0.86	0.705	0.715	0.496	0.496	0.496	0.496	0.835
T0238TS014_4o__T0238TS331_2o	5236	5236	10472	0.867485	0.88309	0.867485	0.780968	0.831788	0.780968	0.32	0.93	0.975	0.975	0.917	0.886	0.779	0.779	0.779	0.779	0.635
T0238TS014_5o__T0238TS322_5o	5236	10468	15704	0.81786	0.820186	0.81786	0.348817	0.390599	0.348817	0.5	0.385	0.218	0.474	0.285	0.388	0.168	0.168	0.168	0.168	0.64
T0238TS015_2o__T0238TS393_5o	5236	5236	10472	0.89045	0.89045	0.89045	0.797297	0.797297	0.797297	0.31	0.838	0.892	0.892	0.837	0.786	0.553	0.553	0.553	0.553	0.636
T0238TS015_3o__T0238TS311_2o	5236	5236	10472	0.884866	0.885238	0.884866	0.733008	0.733239	0.733008	0.31	0.814	0.933	0.933	0.853	0.817	0.4	0.4	0.4	0.4	0.633
T0238TS015_4o__T0238TS167_5o	5236	31416	36652	0.565316	0.5742	0.565316	0.008571	0.120606	0.008571	2.6	0.145	0.012	0.196	0.011	0.041	0.061	0.061	0.061	0.061	0.376
T0238TS015_5o__T0238TS208_5o	5236	5236	10472	0.894562	0.894562	0.894562	0.81738	0.81738	0.81738	0.36	0.873	0.954	0.954	0.873	0.881	0.552	0.552	0.552	0.552	0.717
T0238TS028_1o__T0238TS311_2o	5236	5236	10472	0.885014	0.885118	0.885014	0.790658	0.791218	0.790658	0.3	0.837	0.935	0.935	0.912	0.883	0.55	0.55	0.55	0.55	0.826
T0238TS028_3o__T0238TS148_2o	5236	5236	10472	0.840061	0.840061	0.840061	0.46596	0.46596	0.46596	0.32	0.474	0.382	0.382	0.538	0.525	0.187	0.187	0.187	0.187	0.396
T0238TS051_5o__T0238TS311_1o	5236	5236	10472	0.907102	0.907171	0.907102	0.847627	0.847627	0.847627	0.31	0.91	0.943	0.943	0.955	0.917	0.411	0.411	0.411	0.411	0.64
T0238TS052_4o__T0238TS319_3o	5236	5236	10472	0.888364	0.88842	0.888364	0.786641	0.788162	0.786641	0.34	0.82	0.926	0.926	0.913	0.831	0.367	0.367	0.367	0.367	0.641
T0238TS052_5o__T0238TS286_4o	5234	5236	10470	0.680875	0.681679	0.680875	0.323508	0.325349	0.323508	0.32	0.441	0.456	0.456	0.397	0.484	0.169	0.169	0.169	0.169	0.48
T0238TS059_3o__T0238TS052_1o	7851	5236	13087	0.516422	0.517103	0.516422	0.100156	0.102105	0.100156	0.41	0.114	0.197	0.391	0.167	0.366	0.148	0.148	0.049	0.052	0.254
T0238TS059_4o__T0238TS110_1o	7851	5236	13087	0.458069	0.45917	0.458069	0.077918	0.079343	0.077918	0.4	0.093	0.162	0.308	0.146	0.331	0.122	0.122	0.041	0.04	0.226
T0238TS075_4o__T0238TS052_1o	5236	5236	10472	0.872858	0.885264	0.872858	0.723481	0.763107	0.723481	0.33	0.849	0.947	0.947	0.902	0.92	0.748	0.748	0.748	0.748	0.632
T0238TS075_4o__T0238TS475_3o	5236	5236	10472	0.917417	0.917428	0.917417	0.831978	0.831978	0.831978	0.33	0.886	0.94	0.94	0.936	0.885	0.417	0.417	0.417	0.417	0.645
T0238TS110_5o__T0238TS375_1o	5236	5236	10472	0.868003	0.868003	0.868003	0.709205	0.709684	0.709205	0.3	0.791	0.911	0.911	0.847	0.792	0.354	0.354	0.354	0.354	0.616
T0238TS110_5o__T0238TS388_3o	5236	7851	13087	0.7999	0.801085	0.7999	0.190805	0.200218	0.190805	0.41	0.254	0.201	0.402	0.152	0.367	0.095	0.095	0.095	0.095	0.383
T0238TS114_1o__T0238TS148_2o	10472	5236	15708	0.363212	0.363347	0.363212	0.176293	0.199985	0.176293	0.49	0.208	0.34	0.835	0.356	0.269	0.379	0.379	0.063	0.134	0.387
T0238TS122_1o__T0238TS051_3o	5236	5236	10472	0.94004	0.940175	0.94004	0.909539	0.910402	0.909539	0.32	0.967	0.963	0.963	0.942	0.907	0.421	0.421	0.421	0.421	0.636
T0238TS122_2o__T0238TS331_3o	5236	5236	10472	0.906397	0.906397	0.906397	0.855042	0.855042	0.855042	0.32	0.898	0.964	0.964	0.948	0.926	0.529	0.529	0.529	0.529	0.83
T0238TS122_4o__T0238TS022_3o	5236	5236	10472	0.916177	0.916177	0.916177	0.852855	0.852855	0.852855	0.32	0.893	0.961	0.961	0.932	0.895	0.481	0.481	0.481	0.481	0.632
T0238TS139_2o__T0238TS284_2o	7851	5236	13087	0.513777	0.514932	0.513777	0.120521	0.125869	0.120521	0.39	0.132	0.225	0.43	0.182	0.4	0.189	0.189	0.063	0.063	0.337
T0238TS147_2o__T0238TS167_2o	5236	15708	20944	0.616272	0.623207	0.616272	0.026526	0.137888	0.026526	0.84	0.219	0.119	0.404	0.097	0.149	0.107	0.107	0.107	0.107	0.465
T0238TS148_3o__T0238TS264_3o	5236	5236	10472	0.902964	0.906353	0.902964	0.707318	0.712539	0.707318	0.34	0.743	0.868	0.868	0.856	0.802	0.355	0.355	0.355	0.355	0.622
T0238TS148_3o__T0238TS423_3o	5236	5234	10470	0.857805	0.858427	0.857805	0.692488	0.692491	0.692488	0.32	0.698	0.858	0.858	0.872	0.839	0.352	0.352	0.352	0.352	0.6
T0238TS148_4o__T0238TS375_1o	5236	5236	10472	0.922901	0.922901	0.922901	0.809284	0.810326	0.809284	0.3	0.847	0.897	0.897	0.911	0.849	0.387	0.387	0.387	0.387	0.655
