index	file	renaming_of_chains
3356	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_13.pdb	B=A,C=C,D=B,E=D
3357	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_14.pdb	B=A,C=C,D=B,E=D
3358	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_15.pdb	B=A,C=C,D=B,E=D
3359	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_16.pdb	B=A,C=C,D=B,E=D
3360	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_17.pdb	B=A,C=C,D=B,E=D
3361	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_18.pdb	B=A,C=C,D=B,E=D
3362	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_19.pdb	B=A,C=C,D=B,E=D
3363	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_2.pdb	B=A,C=C,D=B,E=D
3364	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_20.pdb	B=A,C=C,D=B,E=D
3365	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_21.pdb	B=A,C=C,D=B,E=D
3366	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_22.pdb	B=A,C=C,D=B,E=D
3367	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_23.pdb	B=A,C=C,D=B,E=D
3368	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_24.pdb	B=A,C=C,D=B,E=D
3369	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_25.pdb	B=A,C=C,D=B,E=D
3370	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_26.pdb	B=A,C=C,D=B,E=D
3371	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_27.pdb	B=A,C=C,D=B,E=D
3372	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_28.pdb	B=A,C=C,D=B,E=D
3373	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_29.pdb	B=A,C=C,D=B,E=D
3374	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_3.pdb	B=A,C=C,D=B,E=D
3375	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_30.pdb	B=A,C=C,D=B,E=D
3376	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_31.pdb	B=A,C=C,D=B,E=D
3377	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_32.pdb	B=A,C=C,D=B,E=D
3378	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_33.pdb	B=A,C=C,D=B,E=D
3379	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_34.pdb	B=A,C=C,D=B,E=D
3380	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_35.pdb	B=A,C=C,D=B,E=D
3381	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_36.pdb	B=A,C=C,D=B,E=D
3382	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_37.pdb	B=A,C=C,D=B,E=D
3383	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_38.pdb	B=A,C=C,D=B,E=D
3384	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_39.pdb	B=A,C=C,D=B,E=D
3385	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_4.pdb	B=A,C=C,D=B,E=D
3386	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_40.pdb	B=A,C=C,D=B,E=D
3387	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_41.pdb	B=A,C=C,D=B,E=D
3388	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_42.pdb	B=A,C=C,D=B,E=D
3389	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_43.pdb	B=A,C=C,D=B,E=D
3390	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_44.pdb	B=A,C=C,D=B,E=D
3391	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_45.pdb	B=A,C=C,D=B,E=D
3392	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_46.pdb	B=A,C=C,D=B,E=D
3393	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_47.pdb	B=A,C=C,D=B,E=D
3394	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_48.pdb	B=A,C=C,D=B,E=D
3395	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_49.pdb	B=A,C=C,D=B,E=D
3396	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_5.pdb	B=A,C=C,D=B,E=D
3397	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_50.pdb	B=A,C=C,D=B,E=D
3398	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_51.pdb	B=A,C=C,D=B,E=D
3399	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_52.pdb	B=A,C=C,D=B,E=D
3400	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_53.pdb	B=A,C=C,D=B,E=D
3401	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_54.pdb	B=A,C=C,D=B,E=D
3402	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_55.pdb	B=A,C=C,D=B,E=D
3403	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_56.pdb	B=A,C=C,D=B,E=D
3404	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_57.pdb	B=A,C=C,D=B,E=D
3405	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_58.pdb	B=A,C=C,D=B,E=D
3406	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_59.pdb	B=A,C=C,D=B,E=D
3407	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_6.pdb	B=A,C=C,D=B,E=D
3408	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_60.pdb	B=A,C=C,D=B,E=D
3409	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_61.pdb	B=A,C=C,D=B,E=D
3410	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_62.pdb	B=A,C=C,D=B,E=D
3411	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_63.pdb	B=A,C=C,D=B,E=D
3412	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_64.pdb	B=A,C=C,D=B,E=D
3413	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_65.pdb	B=A,C=C,D=B,E=D
3414	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_66.pdb	B=A,C=C,D=B,E=D
3415	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_7.pdb	B=A,C=C,D=B,E=D
3416	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_8.pdb	B=A,C=C,D=B,E=D
3417	afm_dropout_full_woTemplates_r3_model_2_multimer_v3_pred_9.pdb	B=A,C=C,D=B,E=D
3418	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_0.pdb	B=A,C=C,D=B,E=D
3419	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_1.pdb	B=A,C=C,D=B,E=D
3420	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_10.pdb	B=A,C=C,D=B,E=D
3421	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_11.pdb	B=A,C=C,D=B,E=D
3422	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_12.pdb	B=A,C=C,D=B,E=D
3423	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_13.pdb	B=A,C=C,D=B,E=D
3424	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_14.pdb	B=A,C=C,D=B,E=D
3425	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_15.pdb	B=A,C=C,D=B,E=D
3426	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_16.pdb	B=A,C=C,D=B,E=D
3427	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_17.pdb	B=A,C=C,D=B,E=D
3428	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_18.pdb	B=A,C=C,D=B,E=D
3429	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_19.pdb	B=A,C=C,D=B,E=D
3430	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_2.pdb	B=A,C=C,D=B,E=D
3431	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_20.pdb	B=A,C=C,D=B,E=D
3432	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_21.pdb	B=A,C=C,D=B,E=D
3433	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_22.pdb	B=A,C=C,D=B,E=D
3434	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_23.pdb	B=A,C=C,D=B,E=D
3435	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_24.pdb	B=A,C=C,D=B,E=D
3436	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_25.pdb	B=A,C=C,D=B,E=D
3437	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_26.pdb	B=A,C=C,D=B,E=D
3438	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_27.pdb	B=A,C=C,D=B,E=D
3439	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_28.pdb	B=A,C=C,D=B,E=D
3440	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_29.pdb	B=A,C=C,D=B,E=D
3441	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_3.pdb	B=A,C=C,D=B,E=D
3442	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_30.pdb	B=A,C=C,D=B,E=D
3443	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_31.pdb	B=A,C=C,D=B,E=D
3444	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_32.pdb	B=A,C=C,D=B,E=D
3445	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_33.pdb	B=A,C=C,D=B,E=D
3446	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_34.pdb	B=A,C=C,D=B,E=D
3447	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_35.pdb	B=A,C=C,D=B,E=D
3448	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_36.pdb	B=A,C=C,D=B,E=D
3449	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_37.pdb	B=A,C=C,D=B,E=D
3450	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_38.pdb	B=A,C=C,D=B,E=D
3451	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_39.pdb	B=A,C=C,D=B,E=D
3452	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_4.pdb	B=A,C=C,D=B,E=D
3453	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_40.pdb	B=A,C=C,D=B,E=D
3454	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_41.pdb	B=A,C=C,D=B,E=D
3455	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_42.pdb	B=A,C=C,D=B,E=D
3456	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_43.pdb	B=A,C=C,D=B,E=D
3457	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_44.pdb	B=A,C=C,D=B,E=D
3458	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_45.pdb	B=A,C=C,D=B,E=D
3459	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_46.pdb	B=A,C=C,D=B,E=D
3460	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_47.pdb	B=A,C=C,D=B,E=D
3461	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_48.pdb	B=A,C=C,D=B,E=D
3462	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_49.pdb	B=A,C=C,D=B,E=D
3463	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_5.pdb	B=A,C=C,D=B,E=D
3464	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_50.pdb	B=A,C=C,D=B,E=D
3465	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_51.pdb	B=A,C=C,D=B,E=D
3466	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_52.pdb	B=A,C=C,D=B,E=D
3467	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_53.pdb	B=A,C=C,D=B,E=D
3468	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_54.pdb	B=A,C=C,D=B,E=D
3469	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_55.pdb	B=A,C=C,D=B,E=D
3470	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_56.pdb	B=A,C=C,D=B,E=D
3471	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_57.pdb	B=A,C=C,D=B,E=D
3472	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_58.pdb	B=A,C=C,D=B,E=D
3473	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_59.pdb	B=A,C=C,D=B,E=D
3474	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_6.pdb	B=A,C=C,D=B,E=D
3475	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_60.pdb	B=A,C=C,D=B,E=D
3476	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_61.pdb	B=A,C=C,D=B,E=D
3477	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_62.pdb	B=A,C=C,D=B,E=D
3478	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_63.pdb	B=A,C=C,D=B,E=D
3479	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_64.pdb	B=A,C=C,D=B,E=D
3480	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_65.pdb	B=A,C=C,D=B,E=D
3481	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_66.pdb	B=A,C=C,D=B,E=D
3482	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_7.pdb	B=A,C=C,D=B,E=D
3483	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_8.pdb	B=A,C=C,D=B,E=D
3484	afm_dropout_full_woTemplates_r3_model_3_multimer_v1_pred_9.pdb	B=A,C=C,D=B,E=D
3485	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_0.pdb	B=A,C=C,D=B,E=D
3486	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_1.pdb	B=A,C=C,D=B,E=D
3487	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_10.pdb	B=A,C=C,D=B,E=D
3488	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_11.pdb	B=A,C=C,D=B,E=D
3489	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_12.pdb	B=A,C=C,D=B,E=D
3490	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_13.pdb	B=A,C=C,D=B,E=D
3491	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_14.pdb	B=A,C=C,D=B,E=D
3492	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_15.pdb	B=A,C=C,D=B,E=D
3493	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_16.pdb	B=A,C=C,D=B,E=D
3494	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_17.pdb	B=A,C=C,D=B,E=D
3495	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_18.pdb	B=A,C=C,D=B,E=D
3496	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_19.pdb	B=A,C=C,D=B,E=D
3497	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_2.pdb	B=A,C=C,D=B,E=D
3498	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_20.pdb	B=A,C=C,D=B,E=D
3499	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_21.pdb	B=A,C=C,D=B,E=D
3500	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_22.pdb	B=A,C=C,D=B,E=D
3501	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_23.pdb	B=A,C=C,D=B,E=D
3502	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_24.pdb	B=A,C=C,D=B,E=D
3503	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_25.pdb	B=A,C=C,D=B,E=D
3504	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_26.pdb	B=A,C=C,D=B,E=D
3505	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_27.pdb	B=A,C=C,D=B,E=D
3506	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_28.pdb	B=A,C=C,D=B,E=D
3507	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_29.pdb	B=A,C=C,D=B,E=D
3508	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_3.pdb	B=A,C=C,D=B,E=D
3509	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_30.pdb	B=A,C=C,D=B,E=D
3510	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_31.pdb	B=A,C=C,D=B,E=D
3511	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_32.pdb	B=A,C=C,D=B,E=D
3512	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_33.pdb	B=A,C=C,D=B,E=D
3513	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_34.pdb	B=A,C=C,D=B,E=D
3514	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_35.pdb	B=A,C=C,D=B,E=D
3515	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_36.pdb	B=A,C=C,D=B,E=D
3516	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_37.pdb	B=A,C=C,D=B,E=D
3517	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_38.pdb	B=A,C=C,D=B,E=D
3518	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_39.pdb	B=A,C=C,D=B,E=D
3519	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_4.pdb	B=A,C=C,D=B,E=D
3520	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_40.pdb	B=A,C=C,D=B,E=D
3521	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_41.pdb	B=A,C=C,D=B,E=D
3522	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_42.pdb	B=A,C=C,D=B,E=D
3523	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_43.pdb	B=A,C=C,D=B,E=D
3524	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_44.pdb	B=A,C=C,D=B,E=D
3525	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_45.pdb	B=A,C=C,D=B,E=D
3526	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_46.pdb	B=A,C=C,D=B,E=D
3527	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_47.pdb	B=A,C=C,D=B,E=D
3528	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_48.pdb	B=A,C=C,D=B,E=D
3529	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_49.pdb	B=A,C=C,D=B,E=D
3530	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_5.pdb	B=A,C=C,D=B,E=D
3531	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_50.pdb	B=A,C=C,D=B,E=D
3532	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_51.pdb	B=A,C=C,D=B,E=D
3533	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_52.pdb	B=A,C=C,D=B,E=D
3534	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_53.pdb	B=A,C=C,D=B,E=D
3535	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_54.pdb	B=A,C=C,D=B,E=D
3536	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_55.pdb	B=A,C=C,D=B,E=D
3537	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_56.pdb	B=A,C=C,D=B,E=D
3538	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_57.pdb	B=A,C=C,D=B,E=D
3539	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_58.pdb	B=A,C=C,D=B,E=D
3540	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_59.pdb	B=A,C=C,D=B,E=D
3541	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_6.pdb	B=A,C=C,D=B,E=D
3542	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_60.pdb	B=A,C=C,D=B,E=D
3543	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_61.pdb	B=A,C=C,D=B,E=D
3544	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_62.pdb	B=A,C=C,D=B,E=D
3545	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_63.pdb	B=A,C=C,D=B,E=D
3546	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_64.pdb	B=A,C=C,D=B,E=D
3547	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_65.pdb	B=A,C=C,D=B,E=D
3548	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_66.pdb	B=A,C=C,D=B,E=D
3549	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_7.pdb	B=A,C=C,D=B,E=D
3550	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_8.pdb	B=A,C=C,D=B,E=D
3551	afm_dropout_full_woTemplates_r3_model_3_multimer_v2_pred_9.pdb	B=A,C=C,D=B,E=D
3552	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_0.pdb	B=A,C=C,D=B,E=D
3553	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_1.pdb	B=A,C=C,D=B,E=D
3554	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_10.pdb	B=A,C=C,D=B,E=D
3555	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_11.pdb	B=A,C=C,D=B,E=D
3556	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_12.pdb	B=A,C=C,D=B,E=D
3557	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_13.pdb	B=A,C=C,D=B,E=D
3558	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_14.pdb	B=A,C=C,D=B,E=D
3559	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_15.pdb	B=A,C=C,D=B,E=D
3560	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_16.pdb	B=A,C=C,D=B,E=D
3561	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_17.pdb	B=A,C=C,D=B,E=D
3562	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_18.pdb	B=A,C=C,D=B,E=D
3563	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_19.pdb	B=A,C=C,D=B,E=D
3564	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_2.pdb	B=A,C=C,D=B,E=D
3565	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_20.pdb	B=A,C=C,D=B,E=D
3566	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_21.pdb	B=A,C=C,D=B,E=D
3567	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_22.pdb	B=A,C=C,D=B,E=D
3568	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_23.pdb	B=A,C=C,D=B,E=D
3569	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_24.pdb	B=A,C=C,D=B,E=D
3570	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_25.pdb	B=A,C=C,D=B,E=D
3571	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_26.pdb	B=A,C=C,D=B,E=D
3572	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_27.pdb	B=A,C=C,D=B,E=D
3573	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_28.pdb	B=A,C=C,D=B,E=D
3574	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_29.pdb	B=A,C=C,D=B,E=D
3575	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_3.pdb	B=A,C=C,D=B,E=D
3576	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_30.pdb	B=A,C=C,D=B,E=D
3577	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_31.pdb	B=A,C=C,D=B,E=D
3578	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_32.pdb	B=A,C=C,D=B,E=D
3579	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_33.pdb	B=A,C=C,D=B,E=D
3580	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_34.pdb	B=A,C=C,D=B,E=D
3581	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_35.pdb	B=A,C=C,D=B,E=D
3582	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_36.pdb	B=A,C=C,D=B,E=D
3583	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_37.pdb	B=A,C=C,D=B,E=D
3584	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_38.pdb	B=A,C=C,D=B,E=D
3585	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_39.pdb	B=A,C=C,D=B,E=D
3586	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_4.pdb	B=A,C=C,D=B,E=D
3587	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_40.pdb	B=A,C=C,D=B,E=D
3588	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_41.pdb	B=A,C=C,D=B,E=D
3589	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_42.pdb	B=A,C=C,D=B,E=D
3590	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_43.pdb	B=A,C=C,D=B,E=D
3591	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_44.pdb	B=A,C=C,D=B,E=D
3592	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_45.pdb	B=A,C=C,D=B,E=D
3593	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_46.pdb	B=A,C=C,D=B,E=D
3594	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_47.pdb	B=A,C=C,D=B,E=D
3595	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_48.pdb	B=A,C=C,D=B,E=D
3596	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_49.pdb	B=A,C=C,D=B,E=D
3597	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_5.pdb	B=A,C=C,D=B,E=D
3598	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_50.pdb	B=A,C=C,D=B,E=D
3599	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_51.pdb	B=A,C=C,D=B,E=D
3600	afm_dropout_full_woTemplates_r3_model_3_multimer_v3_pred_52.pdb	B=A,C=C,D=B,E=D
